task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, and legal issues including accessibility and privacy.",0.75,0.10710000000000001,0.0,0.0,0.1429,0.0,0.0
"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, or legal issues including accessibility and privacy.",0.7,0.12,0.0,0.0,0.18,0.0,0.0
"Inform Web site users of problems, problem resolutions, or application changes and updates.",0.6212,0.19699999999999998,0.060599999999999994,0.0909,0.0152,0.0152,0.0
"Inform athletes about nutrition, hydration, dietary supplements, or uses and possible consequences of medication.",0.6212,0.0758,0.16670000000000001,0.0455,0.0909,0.0,0.0
Inform citizens of community services and recommend options to facilitate longer-term problem resolution.,0.7881,0.0254,0.1186,0.0508,0.0085,0.0085,0.0
Inform company employees or other interested parties of environmental issues.,0.48479999999999995,0.030299999999999997,0.24239999999999998,0.1515,0.030299999999999997,0.060599999999999994,0.0
"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",0.9204000000000001,0.014199999999999999,0.0,0.0655,0.0,0.0,0.0
Inform customers of contracts or other information pertaining to purchased services.,0.7465,0.042300000000000004,0.1127,0.042300000000000004,0.042300000000000004,0.0141,0.0
Inform designated employees or departments of items loaded or problems encountered.,0.8756,0.045899999999999996,0.0,0.0785,0.0,0.0,0.0
"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.8946999999999999,0.0263,0.0,0.0263,0.0263,0.0263,0.0
"Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.9619,0.0095,0.0,0.0,0.0286,0.0,0.0
"Inform management about problems, such as employee disputes.",0.8611,0.0833,0.0,0.0417,0.0,0.0139,0.0
Inform patrons of establishment specialties and features.,0.4736,0.028999999999999998,0.10460000000000001,0.37929999999999997,0.0095,0.004,0.0
"Inform students of the procedures for completing and submitting class work, such as lab reports.",0.41479999999999995,0.0593,0.1704,0.0667,0.1704,0.1185,0.0
"Inform tenants of facilities, such as laundries or playgrounds.",0.9286,0.07139999999999999,0.0,0.0,0.0,0.0,0.0
"Inform the public of available services, and of postal laws and regulations.",0.6065999999999999,0.016399999999999998,0.08199999999999999,0.29510000000000003,0.0,0.0,0.0
"Initiate market research studies, or analyze their findings.",0.9614,0.011899999999999999,0.0013,0.005699999999999999,0.0176,0.0022,0.0
"Initiate, facilitate, and moderate class discussions.",0.2271,0.12869999999999998,0.39280000000000004,0.1628,0.04,0.0487,0.0
"Initiate, facilitate, and moderate classroom discussions.",0.24170000000000003,0.1536,0.37560000000000004,0.1249,0.049400000000000006,0.0548,0.0
"Initiate, review, or approve modifications to project plans.",0.7118000000000001,0.1175,0.0022,0.053200000000000004,0.102,0.013300000000000001,0.0
Input data into databases.,0.8434999999999999,0.08839999999999999,0.0,0.047599999999999996,0.0204,0.0,0.0
"Input data, such as file numbers, new or updated information, or document information codes into computer systems to support document and information retrieval.",0.9183,0.0387,0.0016,0.0333,0.006500000000000001,0.0016,0.0
Insert control instructions into machine control units to start operation.,0.8667,0.04,0.0,0.08,0.013300000000000001,0.0,0.0
Inspect and test systems to verify system compliance with plans and specifications or to detect and locate malfunctions.,0.8281000000000001,0.1042,0.0052,0.0417,0.0104,0.0104,0.0
"Inspect completed work to ensure conformance to specifications, standards, and contract requirements.",0.8432,0.07200000000000001,0.0,0.0085,0.0127,0.0636,0.0
"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.",0.9962000000000001,0.0038,0.0,0.0,0.0,0.0,0.0
Inspect equipment and read order sheets to prepare for delivery to users.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Inspect final compositions to ensure completeness and accuracy.,0.8889,0.0101,0.0,0.0,0.0,0.10099999999999999,0.0
"Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.",0.902,0.0,0.0,0.098,0.0,0.0,0.0
"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",0.8571,0.0,0.0,0.0204,0.0,0.12240000000000001,0.0
Inspect manufactured or processed products to ensure compliance with contract specifications or legal requirements.,0.9645,0.0,0.0,0.0021,0.0,0.0334,0.0
"Inspect materials and products for defects, and to ensure conformance to specifications.",0.9545,0.0152,0.0,0.0,0.0,0.030299999999999997,0.0
"Inspect merchandise or products to determine quality, value, or yield.",0.9732,0.0134,0.0,0.0,0.0067,0.0067,0.0
Inspect or review projects to monitor compliance with building and safety codes or other regulations.,0.9412,0.0294,0.0,0.0,0.0,0.0294,0.0
Inspect passenger tickets to verify information and to obtain destination information.,0.9890000000000001,0.0,0.0,0.0,0.0,0.011000000000000001,0.0
Inspect personal or business property.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Inspect premises to assess the need for repairs and to ensure that climate and pest control issues are addressed.,0.9697,0.0,0.030299999999999997,0.0,0.0,0.0,0.0
Inspect products to ensure that the quality standards and specifications are met.,0.9551000000000001,0.0187,0.0,0.0037,0.0037,0.0187,0.0
"Inspect property, examining its general condition, type of construction, age, and other characteristics, to decide if it is a good insurance risk.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Inspect records or log book entries or communicate with plant personnel to assess equipment operating status.,0.9231,0.0513,0.0,0.0256,0.0,0.0,0.0
Inspect work performed to ensure that it meets specifications and established standards.,0.8453,0.075,0.0,0.0168,0.0060999999999999995,0.0567,0.0
"Inspect, test, and measure completed work, using devices such as hand tools or gauges to verify conformance to standards or repair requirements.",0.8824,0.0196,0.0,0.0392,0.0,0.0588,0.0
Install and configure recreations of software production environments to allow testing of software performance.,0.8254,0.1508,0.0,0.0079,0.0159,0.0,0.0
"Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.",0.677,0.2669,0.011200000000000002,0.0393,0.005600000000000001,0.0,0.0
"Install new hardware or software systems or components, ensuring integration with existing network systems.",0.6297999999999999,0.3038,0.020099999999999996,0.0141,0.0302,0.002,0.0
"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",0.6111,0.3056,0.0,0.0694,0.0139,0.0,0.0
Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.,0.8055,0.1195,0.0068000000000000005,0.0,0.0683,0.0,0.0
"Install, maintain, or use software testing programs.",0.7308,0.23079999999999998,0.0,0.0385,0.0,0.0,0.0
"Install, or coordinate installation of, new or modified hardware, software, or programming modules of telecommunications systems.",0.5652,0.3478,0.0435,0.0,0.0435,0.0,0.0
"Instruct and counsel patients about prescribed therapeutic regimens, normal growth and development, family planning, emotional problems of daily living, and health maintenance.",0.40909999999999996,0.1364,0.3182,0.0909,0.0455,0.0,0.0
Instruct individuals and groups on ways to preserve health and prevent disease.,0.5854,0.024399999999999998,0.19510000000000002,0.1463,0.024399999999999998,0.024399999999999998,0.0
"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",0.4286,0.4286,0.0286,0.0286,0.0857,0.0,0.0
Instruct participants in maintaining exertion levels to maximize benefits from exercise routines.,0.6,0.0667,0.1333,0.2,0.0,0.0,0.0
"Instruct students in the knowledge and skills required in a specific occupation or occupational field, using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop, and field studies.",0.56,0.04,0.28,0.08,0.04,0.0,0.0
"Instruct students individually and in groups, using teaching methods such as lectures, discussions, and demonstrations.",0.1417,0.25,0.425,0.15,0.025,0.0083,0.0
"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",0.2667,0.264,0.3307,0.0933,0.0347,0.010700000000000001,0.0
"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",0.9206,0.0109,0.0005,0.0073,0.059800000000000006,0.0008,0.0
Integrate online retailing strategy with physical or catalogue retailing operations.,0.6774,0.0645,0.1613,0.0,0.0968,0.0,0.0
"Integrate software or hardware components, using computer, microprocessor, or control architecture.",0.8318000000000001,0.1215,0.009300000000000001,0.0,0.0374,0.0,0.0
"Interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, or vocational development and adjustment.",0.4021,0.1663,0.16079999999999997,0.21780000000000002,0.0263,0.026600000000000002,0.0
Interpret administrative and operating policies and procedures for employees.,0.7755,0.0,0.1837,0.0,0.0,0.0408,0.0
Interpret and communicate work procedures and company policies to staff.,0.752,0.024,0.14400000000000002,0.016,0.0,0.064,0.0
"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",0.6092,0.023,0.2989,0.0115,0.023,0.0345,0.0
"Interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.",0.6967,0.0301,0.1454,0.0276,0.0301,0.0702,0.0
"Interpret and explain laws and regulations to travelers, prospective immigrants, shippers, and manufacturers.",0.8593999999999999,0.0052,0.0859,0.023399999999999997,0.0104,0.015600000000000001,0.0
"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",0.6383,0.0085,0.2043,0.10210000000000001,0.0298,0.017,0.0
Interpret clinical or diagnostic test results.,0.9481999999999999,0.0123,0.013600000000000001,0.0014000000000000002,0.0068000000000000005,0.0177,0.0
"Interpret data from traffic modeling software, geographic information systems, or associated databases.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.9331999999999999,0.0536,0.0009,0.0004,0.002,0.009899999999999999,0.0
"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",0.9627,0.0273,0.0,0.0,0.0,0.01,0.0
"Interpret diagnostic or laboratory tests, such as electrocardiograms (EKGs) and renal functioning tests.",0.9677,0.0,0.0323,0.0,0.0,0.0,0.0
Interpret diagnostic test results for deviations from normal.,0.9531999999999999,0.0043,0.017,0.0085,0.0085,0.0085,0.0
Interpret diagnostic test results to make appropriate differential diagnoses.,0.9328,0.0168,0.0168,0.0,0.0084,0.0252,0.0
Interpret drilling and testing information for personnel.,0.7778,0.037000000000000005,0.0741,0.0,0.0,0.11109999999999999,0.0
"Interpret engineering sketches, specifications, or drawings.",0.9489,0.0039000000000000003,0.0356,0.003,0.0051,0.0034000000000000002,0.0
Interpret exercise program participant data to evaluate progress or identify needed program changes.,0.7619,0.1429,0.047599999999999996,0.0,0.047599999999999996,0.0,0.0
Interpret government regulations and applicable codes to ensure compliance.,0.9259000000000001,0.0054,0.0027,0.0027,0.008100000000000001,0.0552,0.0
Interpret indicators to ascertain the overall health of an environment.,0.9444,0.0347,0.0034999999999999996,0.0104,0.0,0.0069,0.0
Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,0.9771,0.0076,0.0076,0.0076,0.0,0.0,0.0
Interpret laboratory results and communicate findings to patients or physicians.,0.8387,0.0645,0.0645,0.0323,0.0,0.0,0.0
"Interpret laws, rulings and regulations for individuals and businesses.",0.7192000000000001,0.0167,0.136,0.005600000000000001,0.0708,0.051699999999999996,0.0
"Interpret or evaluate test results in accordance with applicable codes, standards, specifications, or procedures.",0.8025,0.0802,0.0062,0.0123,0.0062,0.0926,0.0
Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,0.9565,0.0,0.0217,0.0,0.0217,0.0,0.0
Interpret results of financial analysis procedures.,0.9594,0.0116,0.0029,0.0,0.014499999999999999,0.0116,0.0
Interpret test information to resolve design-related problems.,0.8826,0.056799999999999996,0.0,0.011399999999999999,0.0038,0.0455,0.0
"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",0.9239,0.0124,0.0034999999999999996,0.0106,0.0018,0.0478,0.0
"Interpret the results of neuroimaging studies, such as Magnetic Resonance Imaging (MRI), Single Photon Emission Computed Tomography (SPECT), and Positron Emission Tomography (PET) scans.",0.9534999999999999,0.0233,0.0233,0.0,0.0,0.0,0.0
Interview clients by telephone or in person to gather financial information.,0.5294,0.3333,0.0,0.1373,0.0,0.0,0.0
"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs.",0.3725,0.4118,0.0196,0.1765,0.0,0.0196,0.0
"Interview clients to determine clients' assets, liabilities, cash flow, insurance coverage, tax status, or financial objectives.",0.2581,0.4839,0.0323,0.22579999999999997,0.0,0.0,0.0
Interview clients to determine what kinds of properties they are seeking.,0.4921,0.2751,0.0106,0.17989999999999998,0.0317,0.0106,0.0
"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.47130000000000005,0.2115,0.0,0.31489999999999996,0.0023,0.0,0.0
Interview job applicants to obtain and verify information used to screen and evaluate them.,0.3454,0.17010000000000003,0.0,0.4742,0.0103,0.0,0.0
"Interview job applicants to obtain information on work history, training, education, or job skills.",0.47,0.2314,0.001,0.2903,0.0072,0.0,0.0
Interview patients to document symptoms and health histories.,0.3226,0.4968,0.0,0.1548,0.006500000000000001,0.0194,0.0
Interview patients to obtain comprehensive medical histories.,0.2121,0.6277,0.0173,0.13419999999999999,0.0043,0.0043,0.0
"Interview patients to obtain information, such as complaints, symptoms, medical histories, and family histories.",0.2929,0.5929,0.0143,0.07139999999999999,0.0,0.0286,0.0
Interview people and keep track of their responses.,0.2094,0.1232,0.0452,0.5975,0.018500000000000003,0.0062,0.0
Interview people to gather information about historical events and to record oral histories.,0.1563,0.1406,0.125,0.5,0.0625,0.015600000000000001,0.0
"Interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage.",0.7103,0.2523,0.009300000000000001,0.027999999999999997,0.0,0.0,0.0
"Interview show guests about their lives, their work, or topics of current interest.",0.8824,0.0,0.0294,0.0882,0.0,0.0,0.0
"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",0.9077,0.0346,0.0,0.0385,0.0192,0.0,0.0
Investigate activities of institutions to enforce laws and regulations and to ensure legality of transactions and operations or financial solvency.,0.9179999999999999,0.032799999999999996,0.0,0.016399999999999998,0.016399999999999998,0.016399999999999998,0.0
Investigate claimants for the possibility of fraud or abuse.,0.9815,0.018500000000000003,0.0,0.0,0.0,0.0,0.0
"Investigate complaints, disturbances, and violations and resolve problems, following management rules and regulations.",0.4118,0.3529,0.0,0.1765,0.0588,0.0,0.0
Investigate customer or public complaints to determine the nature and extent of problems.,0.7974,0.1193,0.018000000000000002,0.0294,0.026099999999999998,0.0098,0.0
Investigate customer problems referred by technical support.,0.7889,0.1444,0.0222,0.0111,0.0222,0.0111,0.0
Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.,0.8005,0.1348,0.0199,0.0236,0.0129,0.0083,0.0
Investigate illegal or suspicious activities.,0.8946999999999999,0.0713,0.0016,0.0097,0.0227,0.0,0.0
"Investigate or resolve operational problems, such as material use variances or bottlenecks.",0.7731999999999999,0.1489,0.011699999999999999,0.011699999999999999,0.0483,0.0062,0.0
"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.9479000000000001,0.0104,0.0104,0.0,0.0313,0.0,0.0
"Investigate sources, such as auctions, estate sales, liquidators, wholesalers, or trade shows for new items, used items, or collectibles.",0.9534999999999999,0.0,0.0,0.04650000000000001,0.0,0.0,0.0
"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",0.9179,0.0134,0.0347,0.0043,0.016399999999999998,0.0134,0.0
"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0.7038,0.1967,0.0,0.056900000000000006,0.0024,0.0403,0.0
Issue notices and recommend corrective actions when infractions or problems are found.,0.8131999999999999,0.0443,0.009899999999999999,0.0329,0.019799999999999998,0.0799,0.0
Keep accurate records of transactions.,0.75,0.2,0.0,0.0,0.0,0.05,0.0
Keep detailed logs of all work-related activities.,0.8314,0.0667,0.0118,0.0706,0.015700000000000002,0.0039000000000000003,0.0
"Keep informed regarding pending industry changes, trends, or best practices.",0.9315000000000001,0.0068000000000000005,0.0342,0.020499999999999997,0.0068000000000000005,0.0,0.0
Keep records and accounts.,0.7736,0.1321,0.0,0.0377,0.056600000000000004,0.0,0.0
Keep records of client needs and preferences and the services provided.,0.7014,0.0907,0.0091,0.1693,0.0246,0.0049,0.0
Keep records of employees' attendance and hours worked.,0.8214,0.10710000000000001,0.0,0.0,0.035699999999999996,0.035699999999999996,0.0
Keep records of invoices and support documents.,0.9091,0.08259999999999999,0.0,0.0083,0.0,0.0,0.0
Keep records of the quantities of food used.,0.75,0.16670000000000001,0.0,0.0,0.0833,0.0,0.0
Keep records of work performed.,0.8049,0.09759999999999999,0.0,0.09759999999999999,0.0,0.0,0.0
"Keep records on individual children, including daily observations and information about activities, meals served, and medications administered.",0.8181999999999999,0.1364,0.0,0.0455,0.0,0.0,0.0
Keep records or prepare reports for owner or management concerning visits with clients.,0.9667,0.0333,0.0,0.0,0.0,0.0,0.0
Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,0.8833,0.08560000000000001,0.0,0.0039000000000000003,0.027200000000000002,0.0,0.0
Key in processing instructions to program electronic equipment.,0.9109999999999999,0.0471,0.0,0.015700000000000002,0.0262,0.0,0.0
"Lead discussion sections, tutorials, or laboratory sections.",0.24780000000000002,0.1309,0.4468,0.0471,0.0524,0.075,0.0
"Lead party games, such as dance-offs or prize giveaways.",0.40990000000000004,0.46399999999999997,0.0,0.11710000000000001,0.009000000000000001,0.0,0.0
Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,0.9048,0.047599999999999996,0.0,0.0317,0.0159,0.0,0.0
"Listen to and resolve customer complaints regarding services, products, or personnel.",0.7593000000000001,0.1852,0.037000000000000005,0.018500000000000003,0.0,0.0,0.0
Listen to music before playing at events to ensure recordings are appropriate and meet quality standards.,0.9362,0.0,0.0,0.0426,0.0,0.0213,0.0
"Listen to speakers' statements to determine meanings and to prepare translations, using electronic listening systems as necessary.",0.6061,0.030299999999999997,0.060599999999999994,0.2121,0.0909,0.0,0.0
"Locate and correct data entry errors, or report them to supervisors.",0.8564,0.0745,0.0,0.0213,0.0106,0.037200000000000004,0.0
"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",0.8040999999999999,0.0533,0.060599999999999994,0.028999999999999998,0.0464,0.0066,0.0
"Locate and monitor overdue accounts, using computers and a variety of automated systems.",0.8542000000000001,0.0625,0.0,0.0833,0.0,0.0,0.0
"Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",0.9195,0.0268,0.0,0.020099999999999996,0.020099999999999996,0.0134,0.0
"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",0.9215000000000001,0.0366,0.0,0.0262,0.015700000000000002,0.0,0.0
"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",0.8411,0.0596,0.0,0.09269999999999999,0.0066,0.0,0.0
Locate items requested by customers.,0.8695,0.0482,0.008,0.0462,0.0281,0.0,0.0
"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",0.8931,0.0382,0.0,0.0382,0.0305,0.0,0.0
Locate unusual or unique information in response to specific requests.,0.9573,0.019799999999999998,0.0058,0.0048,0.0083,0.0040999999999999995,0.0
"Mail newsletters, promotional material, or other information.",0.875,0.0,0.0417,0.0,0.0833,0.0,0.0
"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",0.6457999999999999,0.3125,0.0,0.0208,0.0208,0.0,0.0
Maintain and promote a positive attitude toward clients and their treatment programs.,0.7619,0.16670000000000001,0.023799999999999998,0.023799999999999998,0.0,0.023799999999999998,0.0
"Maintain and review account records, updating and recategorizing them according to status changes.",0.8216,0.0934,0.0025,0.0565,0.026000000000000002,0.0,0.0
"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",0.7773,0.09609999999999999,0.0,0.048,0.0742,0.0044,0.0
Maintain and update organization information technology applications and network systems blueprints.,0.7711,0.1325,0.0,0.0602,0.0361,0.0,0.0
Maintain awareness of new and emerging computational methods and technologies.,0.6389,0.0278,0.0556,0.25,0.0278,0.0,0.0
Maintain client databases.,0.8022,0.08070000000000001,0.0062,0.086,0.0215,0.0033,0.0
Maintain customer records using automated systems.,0.871,0.0806,0.0,0.0323,0.0161,0.0,0.0
"Maintain customer records, using automated systems.",0.8571,0.07690000000000001,0.0,0.033,0.033,0.0,0.0
"Maintain daily logs of operation, maintenance, and safety activities, including test results, instrument readings, and details of equipment malfunctions and maintenance work.",0.9556,0.0222,0.0,0.0222,0.0,0.0,0.0
Maintain databases of logistics information.,0.8579000000000001,0.0579,0.0053,0.0684,0.0105,0.0,0.0
"Maintain hardware and software, including computers, media equipment, scanners, color copiers, and color laser printers.",0.7778,0.0833,0.0,0.1389,0.0,0.0,0.0
Maintain input or data quality of risk management systems.,0.8652,0.0562,0.0,0.0562,0.0225,0.0,0.0
Maintain logistics records in accordance with corporate policies.,0.8332999999999999,0.0833,0.0,0.0833,0.0,0.0,0.0
Maintain logs of activities and completed work.,0.794,0.0361,0.0013,0.1632,0.004699999999999999,0.0007000000000000001,0.0
"Maintain medical records, technical library, or correspondence files.",0.9286,0.023799999999999998,0.0,0.023799999999999998,0.023799999999999998,0.0,0.0
"Maintain metrics, reports, process documentation, customer service logs, or training or safety records.",0.9412,0.0,0.0294,0.0294,0.0,0.0,0.0
"Maintain operations data, such as time, production, and cost records, and prepare management reports of production results.",0.8604999999999999,0.09300000000000001,0.0,0.0,0.04650000000000001,0.0,0.0
"Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",0.8057,0.0949,0.0029,0.0658,0.028900000000000002,0.0017000000000000001,0.0
"Maintain or verify records of time, materials, expenditures, or crew activities.",0.9518000000000001,0.0241,0.0,0.006,0.012,0.006,0.0
Maintain project logbook records or computer program files.,0.8402,0.0118,0.0059,0.13019999999999998,0.0118,0.0,0.0
"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",0.902,0.0196,0.0,0.0098,0.06860000000000001,0.0,0.0
"Maintain records and compile statistical reports concerning personnel-related data, such as hires, transfers, performance appraisals, and absenteeism rates.",0.9189,0.0405,0.013500000000000002,0.0,0.027000000000000003,0.0,0.0
Maintain records and files of work and revisions.,0.6607999999999999,0.0518,0.0077,0.2434,0.033,0.0033,0.0
Maintain records and logbooks.,0.8493,0.0274,0.0137,0.1096,0.0,0.0,0.0
"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",0.8554,0.0723,0.0,0.0241,0.0482,0.0,0.0
"Maintain records of contacts, accounts, and orders.",0.9091,0.0496,0.0,0.0165,0.0165,0.0083,0.0
"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",0.8156,0.0694,0.0022,0.1106,0.0022,0.0,0.0
Maintain records of evidence and write and review reports.,0.9351,0.013000000000000001,0.0,0.026000000000000002,0.013000000000000001,0.013000000000000001,0.0
Maintain records of performance reports for future reference.,0.8332999999999999,0.0,0.0,0.16670000000000001,0.0,0.0,0.0
Maintain records related to sales.,0.8125,0.1875,0.0,0.0,0.0,0.0,0.0
"Maintain records, document actions, and present written progress reports.",0.9215000000000001,0.043899999999999995,0.0,0.018500000000000003,0.016200000000000003,0.0,0.0
"Maintain required records of work hours, budgets, payrolls, and other information.",0.8946999999999999,0.0526,0.0,0.0,0.0526,0.0,0.0
Maintain scheduling and event calendars.,0.8423999999999999,0.07719999999999999,0.0076,0.0391,0.0337,0.0,0.0
Maintain system logs or manuals to document testing or operation of equipment.,0.7723,0.019799999999999998,0.0,0.2079,0.0,0.0,0.0
Maintain technical project files.,0.8276,0.0575,0.0,0.092,0.023,0.0,0.0
Maintain treatment records.,0.6842,0.1404,0.0175,0.1404,0.0175,0.0,0.0
"Maintain updated client records with plans, notes, appropriate forms, or related information.",0.746,0.11109999999999999,0.023799999999999998,0.0873,0.0317,0.0,0.0
"Make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers.",0.8966,0.10339999999999999,0.0,0.0,0.0,0.0,0.0
Make and confirm reservations.,0.8,0.16,0.0,0.04,0.0,0.0,0.0
"Make appointments, keep records, or perform other clerical duties in doctors' offices or clinics.",0.708,0.177,0.0,0.0973,0.0177,0.0,0.0
"Make clinical recommendations to physicians, other health care providers, insurance companies, patients, or health care organizations.",0.8239,0.056299999999999996,0.042300000000000004,0.021099999999999997,0.021099999999999997,0.0352,0.0
"Make decisions that balance the perspectives of private citizens, public officials, and party leaders.",0.8804000000000001,0.0978,0.0109,0.0,0.0109,0.0,0.0
Make diagnoses when different illnesses occur together or in situations where the diagnosis may be obscure.,0.9459000000000001,0.0541,0.0,0.0,0.0,0.0,0.0
Make manuscript acceptance or revision recommendations to the publisher.,0.75,0.0,0.0,0.0,0.0147,0.2353,0.0
Make recommendations to management concerning such issues as staffing decisions or procedural changes.,0.9091,0.030299999999999997,0.030299999999999997,0.030299999999999997,0.0,0.0,0.0
"Make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",0.7759,0.1724,0.005699999999999999,0.0115,0.0345,0.0,0.0
Make system device lists or event timing charts.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Make tentative diagnoses and decisions about management and treatment of patients.,0.7323999999999999,0.2394,0.0141,0.006999999999999999,0.0,0.006999999999999999,0.0
"Manage backup, security and user help systems.",0.7391,0.1739,0.0,0.0,0.087,0.0,0.0
"Manage client portfolios, keeping client plans up-to-date.",0.8162999999999999,0.1837,0.0,0.0,0.0,0.0,0.0
"Manage paper or electronic filing systems by recording information, updating paperwork, or maintaining documents, such as attendance records or correspondence.",0.6686,0.044500000000000005,0.0034000000000000002,0.26170000000000004,0.020099999999999996,0.0017000000000000001,0.0
"Manage schedules and set dates, times, and locations for meetings and appointments.",0.8237000000000001,0.11130000000000001,0.0029,0.018799999999999997,0.04190000000000001,0.0014000000000000002,0.0
Manage tracking and reporting of search-related activities and provide analyses to marketing executives.,0.899,0.0404,0.0404,0.0101,0.0101,0.0,0.0
Manage user access to systems and equipment through account management and password administration.,0.7912,0.1446,0.008,0.020099999999999996,0.0361,0.0,0.0
"Mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",0.7368000000000001,0.0,0.0,0.0,0.15789999999999998,0.10529999999999999,0.0
"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",0.9048,0.0,0.0,0.0,0.09519999999999999,0.0,0.0
Match individuals' needs and eligibility with available financial aid programs to provide informed recommendations.,0.7631999999999999,0.10529999999999999,0.0526,0.0526,0.0263,0.0,0.0
"Match order forms with invoices, and record the necessary information.",0.9884000000000001,0.0116,0.0,0.0,0.0,0.0,0.0
"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.9342,0.006500000000000001,0.0014000000000000002,0.0014000000000000002,0.0051,0.0513,0.0
"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",0.5926,0.22219999999999998,0.0,0.0741,0.11109999999999999,0.0,0.0
"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",0.8571,0.061200000000000004,0.0,0.061200000000000004,0.0,0.0204,0.0
"Meet with other departmental leaders to establish organizational goals, strategic plans, and objectives, as well as make decisions about personnel, resources, and space or equipment needs.",0.6667000000000001,0.1333,0.0,0.1333,0.0667,0.0,0.0
Modify and customize commercial programs for internal needs.,0.6494,0.2208,0.0,0.0,0.12990000000000002,0.0,0.0
"Modify and refine designs, using working models, to conform with customer specifications, production limitations, or changes in design trends.",0.45270000000000005,0.053399999999999996,0.0017000000000000001,0.0063,0.4836,0.0023,0.0
"Modify computer security files to incorporate new software, correct errors, or change individual access status.",0.6705,0.2841,0.0,0.011399999999999999,0.0341,0.0,0.0
Modify existing databases and database management systems or direct programmers and analysts to make changes.,0.6864,0.2095,0.0031,0.0062,0.0925,0.0023,0.0
